k (h/Mpc),x,omega_b,omega_m,omega_nu,T(k),log10(T(k))
0.2192172660713129,1.8148727211396665,0.0234,0.14333333333333334,0.000856,0.04661376525747547,-1.331485815228767
0.22654855332500168,1.8755675445265725,0.0234,0.14333333333333334,0.000856,0.04417999971763301,-1.3547742912402838
0.23412570236333646,1.9382978273192153,0.0234,0.14333333333333334,0.000856,0.04210240965138379,-1.375693047433891
0.24195758762682257,2.003137039916515,0.0234,0.14333333333333334,0.000856,0.04037554617807415,-1.3938815897253767
0.2500537300637262,2.0701640050754446,0.0234,0.14333333333333334,0.000856,0.038853714943716026,-1.4105674504171601
0.2584244188812392,2.1394639058739116,0.0234,0.14333333333333334,0.000856,0.03733480083119652,-1.427886161146842
0.2670808524796763,2.211129452487606,0.0234,0.14333333333333334,0.000856,0.03568006961632162,-1.4475743069317095
0.2760353020365524,2.2852622364824082,0.0234,0.14333333333333334,0.000856,0.03388711998614538,-1.4699653396097754
0.2853013022047506,2.361974309581011,0.0234,0.14333333333333334,0.000856,0.03208851850687433,-1.4936503333607714
0.29489387470746176,2.4413900347778648,0.0234,0.14333333333333334,0.000856,0.030453229733967184,-1.5163666412492462
0.30482979235921337,2.523648272136723,0.0234,0.14333333333333334,0.000856,0.02904950579116872,-1.5368612517071807
0.3151278933685131,2.608904980863485,0.0234,0.14333333333333334,0.000856,0.02780847801758828,-1.5558227798036175
0.32580945890045176,2.6973363451004375,0.0234,0.14333333333333334,0.000856,0.02659018038567741,-1.5752787164390767
0.33689867111227045,2.7891425659462517,0.0234,0.14333333333333334,0.000856,0.02530326925613466,-1.5968233630861257
0.348423174685336,2.8845525103099834,0.0234,0.14333333333333334,0.000856,0.023984575349522478,-1.6200679663784776
0.36041477295568736,2.983829474090047,0.0234,0.14333333333333334,0.000856,0.022739338837717765,-1.64322216688246
0.37291030114195167,3.0872784115204848,0.0234,0.14333333333333334,0.000856,0.021628913675449227,-1.6649652927017125
0.38595273550190506,3.195255117741399,0.0234,0.14333333333333334,0.000856,0.020600824997419838,-1.6861153871719776
0.39959262105770316,3.3081780487601264,0.0234,0.14333333333333334,0.000856,0.01957173183943119,-1.7083707433235613
0.4138899358857445,3.4265437556771943,0.0234,0.14333333333333334,0.000856,0.018527692904209404,-1.7321786563071788
0.4289165635410989,3.5509473535833647,0.0234,0.14333333333333334,0.000856,0.017525897447750637,-1.7563197338961622
0.44475962818205794,3.6821101326446426,0.0234,0.14333333333333334,0.000856,0.01659627360201646,-1.7799894141138208
0.4615260787115255,3.820917509643723,0.0234,0.14333333333333334,0.000856,0.01570318155849247,-1.8040123480166284
0.479349123139166,3.968472297271001,0.0234,0.14333333333333334,0.000856,0.014807886947286611,-1.829506909919456
0.498397475599118,4.12617125904427,0.0234,0.14333333333333334,0.000856,0.013933542505351615,-1.8559384532146197
0.5188890066297368,4.295818118291931,0.0234,0.14333333333333334,0.000856,0.01310035101988732,-1.882717067400899
0.5411115222665058,4.4797955857016,0.0234,0.14333333333333334,0.000856,0.012275707670629698,-1.910953462252602
